X--Trace 1::[AC: FREQUENCY],Mag: PR1: V(1),Phase: PR1: V(1)
1,0.9999995008144359,-0.05723998094804229
1.2589254117941673,0.9999992089375421,-0.07206085256415974
1.5848931924611136,0.9999987463443637,-0.09071921051114107
1.99526231496888,0.999998013184899,-0.11420866362814337
2.5118864315095806,0.9999968512087578,-0.1437800775087701
3.16227766016838,0.9999950096089788,-0.18100817105450517
3.9810717055349736,0.9999920908908673,-0.2278753428762545
5.011872336272725,0.9999874650867516,-0.28687717516366157
6.309573444801935,0.9999801338127928,-0.36115520068491164
7.9432823472428185,0.9999685148568884,-0.45466393780217884
10.000000000000005,0.9999501008823586,-0.5723809581813213
12.58925411794168,0.9999209187831015,-0.7205709136853371
15.848931924611145,0.9998746735056492,-0.9071170635992147
19.95262314968881,0.99980139282168,-1.1419369220806437
25.118864315095824,0.9996852837613808,-1.4375020980335094
31.622776601683825,0.9995013461349286,-1.8094859043870035
39.81071705534977,0.9992100325044372,-2.2775650592092
50.11872336272729,0.9987488528241966,-2.866401969444366
63.0957344480194,0.9980192385242248,-3.6068278582926605
79.43282347242825,0.9968661460844708,-4.537226672109524
100.00000000000014,0.9950467766587038,-5.70507035931418
125.89254117941691,0.9921835653877537,-7.168450124148203
158.4893192461116,0.9876958805664939,-8.997237927775977
199.52623149688827,0.9807064590024123,-11.273125429968749
251.18864315095843,0.9699266560946905,-14.087143256658234
316.2277660168385,0.9535469437985403,-17.532363709719785
398.10717055349795,0.9292055702038199,-21.688685330906083
501.1872336272732,0.8941769283431144,-26.597096203355317
630.9573444801945,0.8459605963320647,-32.22499763386788
794.3282347242831,0.783325467925508,-38.433931312835256
1000.000000000002,0.7074510618711498,-44.97209665865514
1258.9254117941698,0.6223546835530961,-51.5117094182182
1584.8931924611168,0.5339889149688098,-57.724631923694666
1995.2623149688839,0.4484113754226224,-63.35819495080224
2511.8864315095857,0.3701852166821716,-68.27295946998845
3162.2776601683863,0.30177841656254106,-72.43554969694993
3981.0717055349814,0.243843784825214,-75.88648469068016
5011.872336272734,0.19585274012489573,-78.70545740263842
6309.5734448019475,0.15668431367716062,-80.98550599395575
7943.2823472428345,0.12502643192544838,-82.81771780503288
10000.000000000025,0.09959972244995956,-84.28387880907283
12589.254117941706,0.07926008802584016,-85.45396314887891
15848.931924611177,0.0630316340192928,-86.3861577371004
19952.62314968885,0.05010455174398635,-87.12801812550909
25118.86431509587,0.03981790944355392,-87.7179985624716
31622.776601683883,0.03163774676779773,-88.18698809598179
39810.71705534984,0.025135398378896782,-88.55969606793917
50118.72336272738,0.019968084606601072,-88.8558369840223
63095.734448019524,0.015862380484719173,-89.09111442744154
79432.82347242841,0.012600521724029753,-89.27802417951361
100000.00000000033,0.010009243423074436,-89.4265030194143
125892.54117941715,0.007950771640572405,-89.54444954137828
158489.3192461119,0.006315596070482767,-89.63814059440105
199526.23149688868,0.005016693200679094,-89.7125634467721
251188.64315095893,0.003984919559808358,-89.7716803232146
316227.76601683913,0.0031653433943164416,-89.81863887991146
398107.1705534988,0.002514326279176091,-89.85593956407344
501187.2336272742,0.0019972026846244487,-89.88556863924623
630957.3444801958,0.0015864356505164595,-89.90910389461428
794328.2347242847,0.0012601512149917986,-89.92779863471215
1000000.0000000041,0.001000973983391908,-89.94264840576291
1258925.4117941724,0.0007951020442318572,-89.95444400377606
1584893.19246112,0.0006315720768945295,-89.96381358312419
1995262.314968888,0.0005016755698653442,-89.97125610595161
2511886.4315095907,0.00039849508832156036,-89.97716791267457
3162277.660168393,0.00031653590932779563,-89.98186382802544
3981071.70553499,0.00025143341473172207,-89.98559392635325
5011872.336272745,0.00019972066280433043,-89.98855684886186
6309573.444801961,0.000158643762690985,-89.99091038191217
7943282.347242852,0.00012601522055356314,-89.99277985968762
10000000.000000047,0.00010009744798400516,-89.99426483868
12589254.117941732,0.00007951022930453981,-89.99544439942721
15848931.92461121,0.00006315722015967217,-89.9963813578361
19952623.149688892,0.00005016756323644978,-89.99712561035643
25118864.315095924,0.000039849511964534044,-89.99771679114781
31622776.60168395,0.000031653592502687494,-89.99818638274259
39810717.05534992,0.00002514334225999004,-89.99855939260527
50118723.36272748,0.000019972066674776097,-89.99885568487113
63095734.448019646,0.000015864376466738205,-89.99909103818366
79432823.47242856,0.000012601522154410808,-89.99927798596498
100000000.00000052,0.000010009744848045366,-89.9994264838661
125892541.17941739,0.000007951022955335343,-89.99954443994176
158489319.2461122,0.000006315722028437438,-89.99963813578314
199526231.49688905,0.00000501675632989489,-89.99971256103542
251188643.1509594,0.00000398495119958578,-89.99977167911467
316227766.0168397,0.000003165359251838656,-89.99981863827419
398107170.55349946,0.00000251433422678582,-89.99985593926051
501187233.6272751,0.0000019972066678719512,-89.99988556848712
630957344.4801968,0.0000015864376468714592,-89.99990910381837
794328234.7242861,0.0000012601522155401345,-89.9999277985965
1000000000.0000058,0.0000010009744848541806,-89.99994264838661
1258925411.7941747,7.951022955584153e-7,-89.99995444399417
1584893192.461123,6.315722028562134e-7,-89.99996381357832
1995262314.9688916,5.016756329957387e-7,-89.99997125610354
2511886431.5095954,3.984951199617102e-7,-89.99997716791147
3162277660.168399,3.165359251854353e-7,-89.99998186382741
3981071705.5349975,2.514334226793687e-7,-89.99998559392606
5011872336.272755,1.9972066678758936e-7,-89.9999885568487
6309573444.801973,1.5864376468734343e-7,-89.99999091038184
7943282347.2428665,1.260152215541124e-7,-89.99999277985965
10000000000.000065,1.0009744848546761e-7,-89.99999426483868
