X--Trace 1::[transient: TIME],Y--Trace 1::[PR2: V(2)],,X--Trace 2::[transient: TIME],Y--Trace 2::[PR1: V(3)]
0,4.979949698829673e-7,,0,0
6.25e-7,-6.75298774339133e-7,,6.25e-7,0.001963494146845236
6.703963353984258e-7,-7.704878170872675e-7,,6.703963353984258e-7,0.0021061106452648875
7.611890061952774e-7,-9.740442584253492e-7,,7.611890061952774e-7,0.0023913435106914095
9.427743477889805e-7,-0.0000014588101651231942,,9.427743477889805e-7,0.002961808634672233
0.0000013059450309763869,-0.000002738759429480476,,0.0000013059450309763869,0.004102735805377204
0.0000020322863973511994,-0.000006539875395625166,,0.0000020322863973511994,0.006384572639638004
0.0000034849691301008246,-0.000019102262779981136,,0.0000034849691301008246,0.010948134695060197
0.000006390334595600075,-0.0000640305072594124,,0.000006390334595600075,0.02007447969014458
0.000012201065526598576,-0.00023279492236435507,,0.000012201065526598576,0.03832139227402173
0.000023822527388595577,-0.0008833864779543787,,0.000023822527388595577,0.07477083124220381
0.00004706545111258958,-0.0034143373567204066,,0.00004706545111258958,0.14732229206388964
0.00009355129856057759,-0.013185557814398285,,0.00009355129856057759,0.2896872612736755
0.0001560512985605776,-0.035432419280431275,,0.0001560512985605776,0.4708461153835896
0.0002185512985605776,-0.0667619526542286,,0.0002185512985605776,0.633910617332856
0.00028105129856057756,-0.10533718904590936,,0.00028105129856057756,0.7726142897591906
0.00034355129856057756,-0.1490810748791353,,0.00034355129856057756,0.881626828317165
0.00040605129856057757,-0.19575396620200397,,0.00040605129856057757,0.9567589422849321
0.00046855129856057757,-0.2430375134420658,,0.00046855129856057757,0.9951233466572856
0.0005310512985605776,-0.2886217018728615,,0.0005310512985605776,0.995245718889202
0.0005935512985605776,-0.33029169740108943,,0.0005935512985605776,0.9571213562844355
0.0006560512985605777,-0.3660111501553274,,0.0006560512985605777,0.8822153567174985
0.0007185512985605777,-0.39399875003398754,,0.0007185512985605777,0.77340631574398
0.0007810512985605778,-0.4127950830278996,,0.0007810512985605778,0.6348757037876791
0.0008435512985605778,-0.4213172153660261,,0.0008435512985605778,0.4719471745772141
0.0009060512985605779,-0.41889889943060127,,0.0009060512985605779,0.29088198011877187
0.000968551298560578,-0.4053148533842137,,0.000968551298560578,0.09863835429285818
0.001031051298560578,-0.3807881737311265,,0.001031051298560578,-0.09739588817150278
0.001093551298560578,-0.34598059363304423,,0.001093551298560578,-0.2896872612736767
0.0011560512985605781,-0.30196595423080125,,0.0011560512985605781,-0.47084611538359133
0.0012185512985605782,-0.25018790670630886,,0.0012185512985605782,-0.6339106173328574
0.0012810512985605782,-0.192403463992527,,0.0012810512985605782,-0.7726142897591916
0.0013435512985605783,-0.1306145701638073,,0.0013435512985605783,-0.8816268283171658
0.0014060512985605783,-0.06699031115286033,,0.0014060512985605783,-0.956758942284933
0.0014685512985605784,-0.003782755393884012,,0.0014685512985605784,-0.9951233466572859
0.0015310512985605785,0.056760347096107486,,0.0015310512985605785,-0.9952457188892017
0.0015935512985605785,0.1124826526789403,,0.0015935512985605785,-0.9571213562844347
0.0016560512985605786,0.16140275767355927,,0.0016560512985605786,-0.8822153567174974
0.0017185512985605786,0.20179096746263167,,0.0017185512985605786,-0.7734063157439784
0.0017810512985605787,0.23223635592263175,,0.0017810512985605787,-0.6348757037876771
0.0018435512985605787,0.25170153787588434,,0.0018435512985605787,-0.47194717457721186
0.0019060512985605788,0.25956305439081995,,0.0019060512985605788,-0.290881980118769
0.001968551298560579,0.2556358184312376,,0.001968551298560579,-0.09863835429285565
0.002031051298560579,0.24018068586864127,,0.002031051298560579,0.09739588817150577
0.002093551298560579,0.21389486015533568,,0.002093551298560579,0.28968726127367955
0.002156051298560579,0.1778855036235803,,0.002156051298560579,0.47084611538359356
0.002218551298560579,0.13362756855144076,,0.002218551298560579,0.6339106173328597
0.002281051298560579,0.08290747254801441,,0.002281051298560579,0.7726142897591932
0.002343551298560579,0.02775478163399525,,0.002343551298560579,0.881626828317167
0.0024060512985605792,-0.02963546975219498,,0.0024060512985605792,0.9567589422849334
0.0024685512985605793,-0.0869868379347479,,0.0024685512985605793,0.9951233466572861
0.0025310512985605793,-0.14202867432516397,,0.0025310512985605793,0.9952457188892013
0.0025935512985605794,-0.19258312513264664,,0.0025935512985605794,0.9571213562844337
0.0026560512985605795,-0.2366485795514407,,0.0026560512985605795,0.8822153567174962
0.0027185512985605795,-0.27247636113972196,,0.0027185512985605795,0.7734063157439762
0.0027810512985605796,-0.29863771174500925,,0.0027810512985605796,0.6348757037876751
0.0028435512985605796,-0.31407849551508016,,0.0028435512985605796,0.47194717457721036
0.0029060512985605797,-0.31815951741782594,,0.0029060512985605797,0.2908819801187666
0.0029685512985605797,-0.31068090864440256,,0.0029685512985605797,0.09863835429285402
0.00303105129856058,-0.2918896385400239,,0.00303105129856058,-0.0973958881715083
0.00309355129856058,-0.2624698662626935,,0.00309355129856058,-0.28968726127368283
0.00315605129856058,-0.2235164997947851,,0.00315605129856058,-0.47084611538359583
0.00321855129856058,-0.17649298037623018,,0.00321855129856058,-0.6339106173328609
0.00328105129856058,-0.12317491159761178,,0.00328105129856058,-0.7726142897591953
