X--Trace 1::[AC: FREQUENCY],Mag: PR1: V(1)-V(0),Phase: PR1: V(1)-V(0)
1,0.9999980260227701,-0.07199988486291095
1.2589254117941673,0.9999968714954037,-0.09064239992695387
1.5848931924611136,0.9999950416979556,-0.11411185150944626
1.99526231496888,0.9999921416772865,-0.14365797216490936
2.5118864315095806,0.9999875454865466,-0.1808539983917332
3.16227766016838,0.9999802610962067,-0.22768035084961052
3.9810717055349736,0.9999687163191922,-0.2866298987357747
5.011872336272725,0.9999504195922118,-0.36084031463306354
6.309573444801935,0.999921422518983,-0.45426036990403307
7.9432823472428185,0.9998754684820292,-0.5718586308704917
10.000000000000005,0.9998026443464598,-0.7198848805189165
12.58925411794168,0.9996872462235649,-0.9061966136631566
15.848931924611145,0.9995044036330021,-1.140664854891537
19.95262314968881,0.9992147459653525,-1.4356746571517145
25.118864315095824,0.998755991519426,-1.8067344797139129
31.622776601683825,0.9980297224890246,-2.2732021180718394
39.81071705534977,0.9968806882658494,-2.859116627463143
50.11872336272729,0.9950646599111962,-3.5940830445277365
63.0957344480194,0.9921991105987318,-4.5140646747767805
79.43282347242825,0.9876890540145071,-5.661748119521195
100.00000000000014,0.9806192404669619,-7.085768865584216
125.89254117941691,0.969606512949436,-8.837358067448422
158.4893192461116,0.9526195184551313,-10.961620314669828
199.52623149688827,0.926811458739344,-13.478254120058267
251.18864315095843,0.8884974546890069,-16.342486310232857
316.2277660168385,0.8335588927727462,-19.370455738646246
398.10717055349795,0.7587436905633318,-22.10268164617113
501.1872336272732,0.6644387694250689,-23.56372535431451
630.9573444801945,0.5594233456349372,-21.89591525172143
794.3282347242831,0.467496816164234,-14.312140742063175
1000.000000000002,0.428571428598766,-0.0004058202298953262
1258.9254117941698,0.46749312892593536,14.31156585798509
1584.8931924611168,0.5594180678215055,21.895705544709877
1995.2623149688839,0.6644335875798714,23.563740550694675
2511.8864315095857,0.758739371550495,22.10279929486586
3162.2776601683863,0.8335556195521809,19.37060740813788
3981.0717055349814,0.8884951234939141,16.342638201086167
5011.872336272734,0.926809866355266,13.478391420231961
6309.5734448019475,0.9526184606600631,10.961738060590433
7943.2823472428345,0.9696058230717826,8.83745606986252
10000.000000000025,0.9806187958873044,7.085848995009786
12589.254117941706,0.9876887697117193,5.661812926679045
15848.931924611177,0.9921989296858488,4.51411673782778
19952.62314968885,0.9950645451518899,3.5941246942649303
25118.86431509587,0.9968806156172072,2.85914985913032
31622.776601683883,0.9980296765591522,2.2732285892990536
39810.71705534984,0.9987559625074772,1.8067555438800844
50118.72336272738,0.9992147276516641,1.4356914077343108
63095.734448019524,0.9995043920789433,1.140678169739508
79432.82347242841,0.9996872389383243,0.9062071947291107
100000.00000000033,0.9998026397561678,0.7198932877175515
125892.54117941715,0.9998754655927347,0.5718653101282893
158489.3192461119,0.999921420703184,0.45426567601981366
199526.23149688868,0.999950418453838,0.3608445297277258
251188.64315095893,0.9999687156082826,0.28663324705337484
316227.76601683913,0.999980260655024,0.2276830105874464
398107.1705534988,0.999987545215556,0.18085611113399588
501187.2336272742,0.9999921415136822,0.1436596503944872
630957.3444801958,0.9999950416021084,0.11411318458397954
794328.2347242847,0.9999968714423088,0.09064345883040346
1000000.0000000041,0.9999980259966503,0.07200072598217876
1258925.4117941724,0.9999987544724767,0.05719224331832546
1584893.19246112,0.9999992141101612,0.04542943059006165
1995262.314968888,0.9999995041221378,0.03608588788276498
2511886.4315095907,0.9999996871074055,0.0286640438692568
3162277.660168393,0.9999998025633363,0.02276866149621166
3981071.70553499,0.9999998754111167,0.018085791760591576
5011872.336272745,0.9999999213749639,0.014366055577684311
6309573.444801961,0.9999999503761928,0.011411363835059285
7943282.347242852,0.9999999686747321,0.00906436862526063
10000000.000000047,0.9999999802203302,0.007200083996333694
12589254.117941732,0.9999999875051101,0.005719230044424371
15848931.92461121,0.9999999921014957,0.004542945922084793
19952623.149688892,0.9999999950016188,0.0036085902232151222
25118864.315095924,0.999999996831473,0.0028664051060986527
31622776.60168395,0.9999999979860327,0.0022768665100614954
39810717.05534992,0.9999999987145108,0.0018085793567072545
50118723.36272748,0.9999999991741493,0.0014366056483069523
63095734.448019646,0.9999999994641616,0.0011411364288826796
79432823.47242856,0.999999999647147,0.0009064368852683111
100000000.00000052,0.999999999762603,0.0007200084110314938
125892541.17941739,0.9999999998354507,0.0005719230101550316
158489319.2461122,0.9999999998814146,0.00045429459507155854
199526231.49688905,0.9999999999104159,0.00036085902375645096
251188643.1509594,0.9999999999287145,0.00028664051132903815
316227766.0168397,0.99999999994026,0.00022768665136658976
398107170.55349946,0.9999999999475448,0.00018085793585137345
501187233.6272751,0.9999999999521412,0.00014366056492123372
630957344.4801968,0.9999999999550413,0.00011411364293364467
794328234.7242861,0.9999999999568712,0.00009064368854957331
1000000000.0000058,0.9999999999580258,0.00007200084111454747
1258925411.7941747,0.9999999999587542,0.00005719230102121571
1584893192.461123,0.9999999999592138,0.00004542945951001892
1995262314.9688916,0.9999999999595038,0.00003608590237708001
2511886431.5095954,0.9999999999596869,0.000028664051133622973
3162277660.168399,0.9999999999598024,0.0000227686651370194
3981071705.5349975,0.9999999999598751,0.00001808579358531798
5011872336.272755,0.9999999999599212,0.000014366056492213898
6309573444.801973,0.9999999999599501,0.000011411364293409833
7943282347.2428665,0.9999999999599685,0.000009064368854980066
10000000000.000065,0.99999999995998,0.000007200084111466141
