X--Trace 1::[transient: TIME],Y--Trace 1::[PR2: V(2)],,X--Trace 2::[transient: TIME],Y--Trace 2::[PR1: V(3)]
0,2.4849809876977795e-7,,0,0
1.0000000000000001e-11,0.00009864617056413785,,1.0000000000000001e-11,0.01
2.0000000000000002e-11,0.00019643549645216663,,2.0000000000000002e-11,0.02
4.0000000000000004e-11,0.0003908049761021938,,4.0000000000000004e-11,0.04
8.000000000000001e-11,0.0007723780459841064,,8.000000000000001e-11,0.08
1.4863967230383304e-10,0.0014054902613126444,,1.4863967230383304e-10,0.14863967230383301
2.8591901691149915e-10,0.0025939316995957445,,2.8591901691149915e-10,0.2859190169114991
5.604777061268313e-10,0.004690277674359353,,5.604777061268313e-10,0.5604777061268312
1e-9,0.007390377588326312,,1e-9,1
1.0549117378430665e-9,0.007146248331237576,,1.0549117378430665e-9,1
1.1647352135291994e-9,0.006674114465409543,,1.1647352135291994e-9,1
1.3843821649014652e-9,0.005820407402153217,,1.3843821649014652e-9,1
1.8236760676459967e-9,0.004420801753578042,,1.8236760676459967e-9,1
2.70226387313506e-9,0.0025224996940437154,,2.70226387313506e-9,1
4.459439484113186e-9,0.0007375897010326152,,4.459439484113186e-9,1
6.439064085665296e-9,0.00017185775994769264,,6.439064085665296e-9,1
9.26260291521362e-9,0.000004543450777508462,,9.26260291521362e-9,1
1.287276092877221e-8,-0.000011126907761424379,,1.287276092877221e-8,1
1.9960482005959025e-8,-0.00001730601943631055,,1.9960482005959025e-8,1
3.387284079809482e-8,-0.000031620767086221154,,3.387284079809482e-8,1
6.169755838236641e-8,-0.000059164861295486746,,6.169755838236641e-8,1
1.1734699355090959e-7,-0.000115036562939546,,1.1734699355090959e-7,1
2.2864586388799594e-7,-0.00022608386817908466,,2.2864586388799594e-7,1
4.512436045621687e-7,-0.00044873348901858744,,4.512436045621687e-7,1
8.964390859105141e-7,-0.0008931290330540748,,8.964390859105141e-7,1
0.000001786830048607205,-0.0017813294064173936,,0.000001786830048607205,1
0.000003567611974000587,-0.003552404110683717,,0.000003567611974000587,1
0.000007129175824787351,-0.007076282973535287,,0.000007129175824787351,1
0.000014252303526360877,-0.01404868780136325,,0.000014252303526360877,1
0.000028498558929507932,-0.027700268425151144,,0.000028498558929507932,1
0.000056991069735802037,-0.05386828292866151,,0.000056991069735802037,1
0.00011397609134839026,-0.1019724892831953,,0.00011397609134839026,1
0.00021397609134839028,-0.17434026938260824,,0.00021397609134839028,1
0.00031397609134839027,-0.2335506150610725,,0.00031397609134839027,1
0.00041397609134839026,-0.2819950798278483,,0.00041397609134839026,1
0.000500001,-0.31653133394626837,,0.000500001,1
0.0005000011000000001,-0.3174634759194303,,0.0005000011000000001,0.8999999999658994
0.0005000013,-0.3192185775105774,,0.0005000013,0.7000000000061184
0.0005000017,-0.32214616125286005,,0.0005000017,0.2999999999781363
0.000500002,-0.32390456057366984,,0.000500002,0
0.00050000208,-0.3235550226212249,,0.00050000208,0
0.0005000022400000001,-0.3228890841791254,,0.0005000022400000001,0
0.0005000025600000001,-0.32173803322288774,,0.0005000025600000001,0
0.0005000032000000001,-0.32000912961422334,,0.0005000032000000001,0
0.0005000044800000001,-0.31802797744687045,,0.0005000044800000001,0
0.0005000070400000002,-0.3166993108611429,,0.0005000070400000002,0
0.0005000121600000002,-0.31648752561511195,,0.0005000121600000002,0
0.0005000224000000004,-0.31654009892835144,,0.0005000224000000004,0
0.0005000428800000007,-0.31649211673706,,0.0005000428800000007,0
0.0005000838400000014,-0.31649356184043376,,0.0005000838400000014,0
0.0005001657600000027,-0.31641744237959846,,0.0005001657600000027,0
0.0005003296000000053,-0.3163366418008589,,0.0005003296000000053,0
0.0005006572800000104,-0.3161071988283822,,0.0005006572800000104,0
0.0005013126400000207,-0.31571500538439085,,0.0005013126400000207,0
0.0005026233600000414,-0.314866770173436,,0.0005026233600000414,0
0.0005052448000000826,-0.31324185615572414,,0.0005052448000000826,0
0.0005104876800001652,-0.30995291709050227,,0.0005104876800001652,0
0.0005209734400003303,-0.30354152873265455,,0.0005209734400003303,0
0.0005419449600006605,-0.29105044129306235,,0.0005419449600006605,0
0.0005838880000013208,-0.26763883579755393,,0.0005838880000013208,0
0.0006677740800026417,-0.22619168872440937,,0.0006677740800026417,0
0.0007677740800026417,-0.18508544738581292,,0.0007677740800026417,0
0.0008677740800026417,-0.15141387674794785,,0.0008677740800026417,0
0.0009677740800026418,-0.12390360993259926,,0.0009677740800026418,0
0.001,-0.11614620697021631,,0.001,0
0.0010000001,-0.11521470384763358,,0.0010000001,0.10000000003410059
0.0010000003000000001,-0.11346080670748081,,0.0010000003000000001,0.30000000010230177
0.0010000007,-0.11053524099149997,,0.0010000007,0.7000000000218637
0.001000001,-0.10877806181312064,,0.001000001,0.9999999999073249
0.0010000010799999998,-0.10912788224357929,,0.0010000010799999998,1
0.0010000012399999998,-0.10979435990304941,,0.0010000012399999998,1
0.0010000015599999999,-0.1109463487106203,,0.0010000015599999999,1
0.0010000022,-0.11267668235432383,,0.0010000022,1
0.0010000034799999998,-0.1146595465100489,,0.0010000034799999998,1
0.0010000060399999995,-0.1159895894625367,,0.0010000060399999995,1
0.001000011159999999,-0.11620222606635254,,0.001000011159999999,1
0.0010000206056364216,-0.11615153967834642,,0.0010000206056364216,1
0.0010000385617780355,-0.11619773781044432,,0.0010000385617780355,1
0.0010000744740612632,-0.11620087964762592,,0.0010000744740612632,1
0.0010001462986277186,-0.11627729103354226,,0.0010001462986277186,1
0.0010002899477606294,-0.1163676326672784,,0.0010002899477606294,1
0.0010005772460264513,-0.11660722247426465,,0.0010005772460264513,1
0.0010011518425580947,-0.11702866233523694,,0.0010011518425580947,1
0.0010023010356213819,-0.11792658568536427,,0.0010023010356213819,1
0.001004599421747956,-0.11966021923186528,,0.001004599421747956,1
0.001009196194001104,-0.12315940079136126,,0.001009196194001104,1
0.0010183897385074004,-0.13000677161115295,,0.0010183897385074004,1
0.0010367768275199932,-0.1433854368746424,,0.0010367768275199932,1
0.0010735510055451785,-0.16866533184462063,,0.0010735510055451785,1
0.0011470993615955492,-0.21408133525022285,,0.0011470993615955492,1
0.0012470993615955493,-0.26604894743021373,,0.0012470993615955493,1
0.0013470993615955493,-0.3086016977058939,,0.0013470993615955493,1
0.0014470993615955494,-0.3433837774183887,,0.0014470993615955494,1
0.001500001,-0.3591389820699707,,0.001500001,1
0.0015000011,-0.36007057694339883,,0.0015000011,0.9000000000743196
0.0015000013,-0.3618246474369583,,0.0015000013,0.7000000000061184
0.0015000017000000002,-0.36475050559742755,,0.0015000017000000002,0.29999999986971615
0.001500002,-0.3665078633749654,,0.001500002,0
0.0015000020800000002,-0.3661580846255401,,0.0015000020800000002,0
0.0015000022400000002,-0.36549168673606525,,0.0015000022400000002,0
0.0015000025600000002,-0.36433983794951724,,0.0015000025600000002,0
0.0015000032000000003,-0.36260972249762924,,0.0015000032000000003,0
0.0015000044800000003,-0.3606271353363732,,0.0015000044800000003,0
0.0015000070400000007,-0.35929736212365865,,0.0015000070400000007,0
0.0015000121600000013,-0.359085001044533,,0.0015000121600000013,0
0.0015000224000000027,-0.3591367415104015,,0.0015000224000000027,0
0.0015000428800000052,-0.3590869911487389,,0.0015000428800000052,0
0.0015000838400000102,-0.3590849653464626,,0.0015000838400000102,0
0.0015001657600000203,-0.3590018520254741,,0.0015001657600000203,0
0.0015003296000000407,-0.3589071149709938,,0.0015003296000000407,0
0.0015006572800000814,-0.35864976726506276,,0.0015006572800000814,0
0.0015013126400001628,-0.3582018635342794,,0.0015013126400001628,0
0.0015026233600003256,-0.35724238274317327,,0.0015026233600003256,0
0.001505244800000651,-0.35539589360611606,,0.001505244800000651,0
0.001510487680001302,-0.35166722799347416,,0.001510487680001302,0
0.001520973440002604,-0.3443901185345669,,0.001520973440002604,0
0.0015419449600052079,-0.33022089417341544,,0.0015419449600052079,0
0.0015838880000104158,-0.30365571497196814,,0.0015838880000104158,0
0.0016677740800208317,-0.2566335824518082,,0.0016677740800208317,0
0.0017677740800208317,-0.2099924598961005,,0.0017677740800208317,0
0.0018677740800208318,-0.1717923246665261,,0.0018677740800208318,0
0.001967774080020832,-0.14057689556342085,,0.001967774080020832,0
0.002,-0.13177840334978652,,0.002,0
0.0020000001,-0.13084689752334844,,0.0020000001,0.10000000003410059
0.0020000003,-0.1290929949258863,,0.0020000003,0.30000000010230177
0.0020000007000000003,-0.12616741802803616,,0.0020000007000000003,0.7000000002387041
0.002000001,-0.12441023027002307,,0.002000001,0.9999999999073249
