X--Trace 1::[transient: TIME],Y--Trace 1::[PR2: V(2)],,X--Trace 2::[transient: TIME],Y--Trace 2::[PR1: V(3)]
0,4.979949698829673e-7,,0,0
1.0000000000000001e-11,0.00009889566743535734,,1.0000000000000001e-11,0.01
2.0000000000000002e-11,0.00019668499332328013,,2.0000000000000002e-11,0.02
4.0000000000000004e-11,0.00039105447297332945,,4.0000000000000004e-11,0.04
8.000000000000001e-11,0.0007726275428551665,,8.000000000000001e-11,0.08
1.4863967230383782e-10,0.0014057397581836186,,1.4863967230383782e-10,0.14863967230383782
2.859190169115134e-10,0.0025941811964655726,,2.859190169115134e-10,0.2859190169115134
5.604777061268647e-10,0.004690527171219556,,5.604777061268647e-10,0.5604777061268646
1e-9,0.007390627085198166,,1e-9,1
1.0314313239023899e-9,0.007248886591835511,,1.0314313239023899e-9,1
1.0942939717071697e-9,0.006970841125742529,,1.0942939717071697e-9,1
1.2200192673167292e-9,0.006446135924389725,,1.2200192673167292e-9,1
1.4714698585358484e-9,0.0055108848140127615,,1.4714698585358484e-9,1
1.974371040974087e-9,0.004019809250160313,,1.974371040974087e-9,1
2.980173405850563e-9,0.0021032750988008086,,2.980173405850563e-9,1
4.941669230457832e-9,0.000507079609406237,,4.941669230457832e-9,1
6.985108510403845e-9,0.00010914846800537341,,6.985108510403845e-9,1
1.005975559478017e-8,-0.000004873621652669563,,1.005975559478017e-8,1
1.3994288801628605e-8,-0.000011593512581218968,,1.3994288801628605e-8,1
2.1863355215325476e-8,-0.000019100717962087318,,2.1863355215325476e-8,1
3.760148804271921e-8,-0.0000350159436038316,,3.760148804271921e-8,1
6.907775369750668e-8,-0.00006636214028598525,,6.907775369750668e-8,1
1.3203028500708165e-7,-0.00012941761007922282,,1.3203028500708165e-7,1
2.579353476262316e-7,-0.00025519618466034064,,2.579353476262316e-7,1
5.097454728645313e-7,-0.0005070060706408872,,5.097454728645313e-7,1
0.0000010133657233411308,-0.001010144984383539,,0.0000010133657233411308,1
0.00000202060622429433,-0.0020159490035002005,,0.00000202060622429433,1
0.000004035087226200729,-0.0040242372666498254,,0.000004035087226200729,1
0.000008064049230013525,-0.008028983325583104,,0.000008064049230013525,1
0.000016121973237639117,-0.015989983588266685,,0.000016121973237639117,1
0.0000322378212528903,-0.031721354012496934,,0.0000322378212528903,1
0.00006446951728339268,-0.0624353048395202,,0.00006446951728339268,1
0.00012893290934439742,-0.120986317188067,,0.00012893290934439742,1
0.0002289329093443974,-0.2047010790295729,,0.0002289329093443974,1
0.0003289329093443974,-0.28044315932079633,,0.0003289329093443974,1
0.0004289329093443974,-0.3489715059543832,,0.0004289329093443974,1
0.000500001,-0.3936507177917703,,0.000500001,1
0.0005000011000000001,-0.3945828866623747,,0.0005000011000000001,0.8999999999658994
0.0005000013,-0.3963380417204031,,0.0005000013,0.7000000000061184
0.0005000017,-0.3992657305325191,,0.0005000017,0.2999999999781363
0.000500002,-0.40102420726025934,,0.000500002,0
0.00050000208,-0.4006746897646817,,0.00050000208,0
0.0005000022400000001,-0.40000879208157974,,0.0005000022400000001,0
0.0005000025600000001,-0.39885782195735126,,0.0005000025600000001,0
0.0005000032000000001,-0.3971290779405348,,0.0005000032000000001,0
0.0005000044800000001,-0.39514823951330547,,0.0005000044800000001,0
0.0005000070400000002,-0.39382019070290636,,0.0005000070400000002,0
0.0005000121600000002,-0.39360963198179844,,0.0005000121600000002,0
0.0005000224000000004,-0.3936646565231448,,0.0005000224000000004,0
0.0005000428800000007,-0.39362157707741136,,0.0005000428800000007,0
0.0005000838400000014,-0.39363282621589235,,0.0005000838400000014,0
0.0005001657600000027,-0.3935763107256245,,0.0005001657600000027,0
0.0005003296000000053,-0.3935347002689056,,0.0005003296000000053,0
0.0005006572800000104,-0.393383567599546,,0.0005006572800000104,0
0.0005013126400000207,-0.3931477140366563,,0.0005013126400000207,0
0.0005026233600000414,-0.3926110391532723,,0.0005026233600000414,0
0.0005052448000000826,-0.39160478479291677,,0.0005052448000000826,0
0.0005104876800001652,-0.3895354648721555,,0.0005104876800001652,0
0.0005209734400003303,-0.38549363938272685,,0.0005209734400003303,0
0.0005419449600006605,-0.37747176133574056,,0.0005419449600006605,0
0.0005838880000013208,-0.361985703858012,,0.0005838880000013208,0
0.0006677740800026417,-0.3328216685173549,,0.0006677740800026417,0
0.0007677740800026417,-0.3011447490788588,,0.0007677740800026417,0
0.0008677740800026417,-0.2724436249099593,,0.0008677740800026417,0
0.0009677740800026418,-0.24651701136669416,,0.0009677740800026418,0
0.001,-0.2386774953125982,,0.001,0
0.0010000001,-0.23774599154684656,,0.0010000001,0.10000000003410059
0.0010000003000000001,-0.2359920931303268,,0.0010000003000000001,0.30000000010230177
0.0010000007,-0.23306652485754598,,0.0010000007,0.7000000000218637
0.001000001,-0.23130934375995613,,0.001000001,0.9999999999073249
0.0010000010799999998,-0.23165916367573258,,0.0010000010799999998,1
0.0010000012399999998,-0.23232564031255634,,0.0010000012399999998,1
0.0010000015599999999,-0.23347762708405545,,0.0010000015599999999,1
0.0010000022,-0.2352079566436184,,0.0010000022,1
0.0010000034799999998,-0.2371908126344833,,0.0010000034799999998,1
0.0010000060399999995,-0.23852083926583692,,0.0010000060399999995,1
0.001000011159999999,-0.23873344325352377,,0.001000011159999999,1
0.001000021399999998,-0.2386821372666835,,0.001000021399999998,1
0.0010000418799999962,-0.23873277332578005,,0.0010000418799999962,1
0.0010000828399999923,-0.23873656085968523,,0.0010000828399999923,1
0.0010001647599999848,-0.238823209569069,,0.0010001647599999848,1
