X--Trace 1::[AC: FREQUENCY],Mag: PR2: V(2),Phase: PR2: V(2)
1,15.915412066213108,90.00456341134674
1.2589254117941673,12.642061186270906,90.00362457165978
1.5848931924611136,10.04194615279119,90.00287875362862
1.99526231496888,7.976601364468289,90.00228623972455
2.5118864315095806,6.336039682810082,90.00181547642208
3.16227766016838,5.032895217335119,90.00144139385897
3.9810717055349736,3.997770774020845,90.00114407077477
5.011872336272725,3.1755422020133883,90.00090767363116
6.309573444801935,2.522422831758609,90.00071961341821
7.9432823472428185,2.003631675267277,90.00056987524387
10.000000000000005,1.5915412117191459,90.0004504850043
12.58925411794168,1.2642061212570697,90.00035508473391
15.848931924611145,1.0041946166916624,90.00027859402043
19.95262314968881,0.7976601372736599,90.0002169394544
25.118864315095824,0.6336039688450692,90.00016683770544
31.622776601683825,0.503289522204628,90.00012562067262
39.81071705534977,0.3997770778754033,90.00009109339874
50.11872336272729,0.31755422073717904,90.00006141718049
63.0957344480194,0.25224228382035624,90.00003501165106
79.43282347242825,0.20036316832301979,90.00001047061971
100.00000000000014,0.15915412216682925,89.99998648718707
125.89254117941691,0.12642061337444274,89.99996178414786
158.4893192461116,0.10041946323933297,89.99993504597516
199.52623149688827,0.07976601570313742,89.99990484876383
251.18864315095843,0.06336039937137893,89.99986958440222
316.2277660168385,0.05032895535101017,89.99982737493457
398.10717055349795,0.03997771172854621,89.99977597255285
501.1872336272732,0.03175542703509035,89.99971263989295
630.9573444801945,0.025224234628003387,89.99963400426014
794.3282347242831,0.020036324695494444,89.99953587802082
1000.000000000002,0.015915422115848187,89.99941303559622
1258.9254117941698,0.012642073799751182,89.99925893518173
1584.8931924611168,0.010041962013046262,89.99906537037342
1995.2623149688839,0.00797662132173579,89.9988220331493
2511.8864315095857,0.006336064802704557,89.99851596493478
3162.2776601683863,0.0050329268389945276,89.99813086652108
3981.0717055349814,0.0039978105821215195,89.99764623009256
5011.872336272734,0.003175592316836509,89.99703624715019
6309.5734448019475,0.0025224859222789846,89.99626843419327
7943.2823472428345,0.002003711101374213,89.99530190301098
10000.000000000025,0.001591641203187003,89.99408518354848
12589.254117941706,0.00126433200301829,89.99255348356132
15848.931924611177,0.0010043530924198321,89.99062523943488
19952.62314968885,0.0007978596463839261,89.98819777510161
25118.86431509587,0.0006338551359261187,89.98514183910618
31622.776601683883,0.0005036057228173023,89.98129473133783
39810.71705534984,0.0004001751508490387,89.9764516582601
50118.72336272738,0.00031805536489553493,89.9703548659041
63095.734448019524,0.00025287318688949734,89.96267999096236
79432.82347242841,0.00020115742813624535,89.95301894058032
100000.00000000033,0.0001601540358441436,89.94085846214577
125892.54117941715,0.00012767942974316324,89.92555340220541
158489.3192461119,0.00010200421841800954,89.90629349419795
199526.23149688868,0.00008176110279921149,89.88206238332681
251188.64315095893,0.00006587206228275061,89.85158751364384
316227.76601683913,0.000053490945764879374,89.81327941317547
398107.1705534988,0.000043958410138555396,89.76515848760482
501187.2336272742,0.000036766806129601806,89.70476566046719
630957.3444801958,0.00003153314065265032,89.62904807611719
794328.2347242847,0.00002797867411296813,89.53420099103096
1000000.0000000041,0.00002591406270346588,89.4154364139016
1258925.4117941724,0.00002522924762266162,89.26665468348118
1584893.19246112,0.000025887539122402315,89.08003018261255
1995262.314968888,0.000027923553122791913,88.84555526169915
2511886.4315095907,0.00003144483630482007,88.55055774400228
3162277.660168393,0.000036637158365741956,88.17913403898241
3981071.70553499,0.0000437735389953634,87.71141058858447
5011872.336272745,0.000053227065684484175,87.12258155327508
6309573.444801961,0.00006548734695706927,86.38171501760065
7943282.347242852,0.00008117983400778864,85.45034878130404
10000000.000000047,0.00010108585080272662,84.28093780472234
12589254.117941732,0.00012615831358596557,82.81531327920266
15848931.92461121,0.0001575226766079876,80.98352073481597
19952623.149688892,0.00019644311142131174,78.70379265821006
25118864.315095924,0.0002442193047394601,75.885058124847
31622776.60168395,0.0003019623062136935,72.43429368078941
39810717.05534992,0.0003701932124112599,68.27182042184664
50118723.36272748,0.00044825443385466935,63.35713400512285
63095734.448019646,0.0005336763260595922,57.72362643854272
79432823.47242856,0.0006218972825463427,51.51075366220816
100000000.00000052,0.0007068636226651365,44.97119932230033
125892541.17941739,0.0007826271748186979,38.43310885154791
158489319.2461122,0.0008451733085126204,32.22426572945609
199526231.49688905,0.0008933222824043579,26.59646350047657
251188643.1509594,0.0009283024844397004,21.688151719234874
316227766.0168397,0.0009526104023544981,17.53192215691038
398107170.55349946,0.0009689676848887628,14.086782858893601
501187233.6272751,0.0009797327596525844,11.272834034911147
630957344.4801968,0.0009867126450528447,8.997003802924944
794328234.7242861,0.0009911942122981508,7.168262786443224
1000000000.0000058,0.0009940535225663075,5.704920857343468
1258925411.7941747,0.000995870414018114,4.537107566281685
1584893192.461123,0.0009970219362823967,3.606733072292304
1995262314.9688916,0.0009977505571936928,2.8663265889319094
2511886431.5095954,0.000998211109017383,2.2775051392397385
3162277660.168399,0.0009985020260722558,1.8094382845052408
3981071705.5349975,0.0009986857133050297,1.4374642620769031
5011872336.272755,0.0009988016643104737,1.141906861695467
6309573444.801973,0.0009988748452412937,0.9070931831958472
7943282347.2428665,0.0009989210275682808,0.7205519424330349
10000000000.000065,0.0009989501699438333,0.5723658889459324
