X--Trace 1::[AC: FREQUENCY],Mag: PR1: V(3),Phase: PR1: V(3)
1,0.000019980522591967393,-90.0446471896152
1.2589254117941673,0.000025153982871483452,-90.05620747426141
1.5848931924611136,0.00003166697874636279,-90.07076100309432
1.99526231496888,0.00003986634530679839,-90.08908279585643
2.5118864315095806,0.00005018871736845956,-90.11214853738913
3.16227766016838,0.00006318377623261812,-90.14118652775375
3.9810717055349736,0.00007954351097472185,-90.17774307641999
5.011872336272725,0.00010013904694953188,-90.22376481442912
6.309573444801935,0.0001260669916278388,-90.28170229085107
7.9432823472428185,0.00015870774363043404,-90.35464033630191
10.000000000000005,0.00019979882580281776,-90.44646206778037
12.58925411794168,0.00025152705916849983,-90.56205513288386
15.848931924611145,0.0003166443100252075,-90.70757090580884
19.95262314968881,0.0003986126225508511,-90.89074989815069
25.118864315095824,0.0005017857650270607,-91.12132963709493
31.622776601683825,0.0006316354619903609,-91.41155458668382
39.81071705534977,0.0007950315829915699,-91.77681099639467
50.11872336272729,0.0010005856926517604,-92.23641199350769
63.0957344480194,0.0012590653277522103,-92.81455788034835
79.43282347242825,0.0015838794980093955,-93.54148945805657
100.00000000000014,0.0019916189955139,-94.45483025365365
125.89254117941691,0.0025025983076214777,-95.60106127433977
158.4893192461116,0.0031412717028567708,-97.0369607557512
199.52623149688827,0.003936255931989364,-98.83062221627408
251.18864315095843,0.004919448366001109,-101.06126324688884
316.2277660168385,0.006123359070086573,-103.8163754823141
398.10717055349795,0.007575355419123841,-107.18385529132328
501.1872336272732,0.009287434583884263,-111.23597873559709
630.9573444801945,0.01124137872767792,-116.00271719579499
794.3282347242831,0.013373109031502893,-121.43636409194866
1000.000000000002,0.015566445397858666,-127.3794859918207
1258.9254117941698,0.017669248280008765,-133.55896226624148
1584.8931924611168,0.019533949003490144,-139.62526366824713
1995.2623149688839,0.021062344933474197,-145.22834546712244
2511.8864315095857,0.022226101383198384,-150.0909446882038
3162.2776601683863,0.023054280808514016,-154.0422362201453
3981.0717055349814,0.023603918387566414,-157.00703438581704
5011.872336272734,0.023933372148010446,-158.9714141680613
6309.5734448019475,0.024086577701047204,-159.94711517684053
7943.2823472428345,0.024086440187463132,-159.946219044652
10000.000000000025,0.023932938317837226,-158.96871277885802
12589.254117941706,0.02360312566649462,-157.0025000386428
15848.931924611177,0.023053031919750083,-154.0358612754708
19952.62314968885,0.022224283584374324,-150.0827994165542
25118.86431509587,0.021059869551864546,-145.21864779336875
31622.776601683883,0.019530807622840235,-139.61442865950931
39810.71705534984,0.017665558239758936,-133.5475849536016
50118.72336272738,0.01556244433457632,-127.36823569395204
63095.734448019524,0.013369087607652602,-121.42583279907538
79432.82347242841,0.011237592912898607,-115.99330525766679
100000.00000000033,0.00928405092584944,-111.22786724131846
125892.54117941715,0.007572445359744022,-107.17704895646855
158489.3192461119,0.006120923191115275,-103.81077031030559
199526.23149688868,0.004917446519195518,-101.05670541137731
251188.64315095893,0.003934630652240486,-98.82694692406382
316227.76601683913,0.00313996254416139,-97.0340132006221
398107.1705534988,0.0025015491332303222,-95.5987056148661
501187.2336272742,0.001990780902885969,-94.45295183346056
630957.3444801958,0.0015832114017943569,-93.53999371824773
794328.2347242847,0.0012585334436812424,-92.8133679317252
1000000.0000000041,0.0010001626006678282,-92.23546585914303
1258925.4117941724,0.0007946952070616026,-91.77605899105275
1584893.19246112,0.0006313681175378014,-91.41095701477882
1995262.314968888,0.0005015733297646194,-91.12085485209555
2511886.4315095907,0.0003984438411073927,-90.8903727044774
3162277.660168393,0.000316510223049835,-90.70727126087604
3981071.70553499,0.0002514205405188441,-90.56181710174216
5011872.336272745,0.00019971421023030843,-90.44627298555001
6309573.444801961,0.000158640528685425,-90.3544901392518
7943282.347242852,0.00012601359969297298,-90.281582983241
10000000.000000047,0.00010009663562358596,-90.22367004409737
12589254.117941732,0.00007950982215803954,-90.17766779720435
15848931.92461121,0.00006315701610246563,-90.14112673111407
19952623.149688892,0.000050167460965400016,-90.11210103911301
25118864.315095924,0.00003984946070753169,-90.08904506657602
31622776.60168395,0.000031653566813313994,-90.07073103363227
39810717.05534992,0.00002514332938479821,-90.05618366865677
50118723.36272748,0.00001997206022189249,-90.04462828014393
63095734.448019646,0.000015864373232634742,-90.03544950589213
79432823.47242856,0.000012601520533519253,-90.02815854489391
100000000.00000052,0.000010009744035675155,-90.02236712798809
125892541.17941739,0.000007951022548185743,-90.01776684165655
158489319.2461122,0.000006315721824379251,-90.01411270415308
199526231.49688905,0.000005016756227623531,-90.01121011946901
